Nummer;Score;Bewertungen;Land;Vorwahl;Suchanfragen;Anruftyp;Anrufname;Vorwahlname;Deeplink;CallerTypeId
+49204555201;8;7;49;2045;1307;Aggressive Werbung;;Bottrop-Kirchhellen;https://www.tellows.de/num/0204504555201;5;
+31619142951;8;14;31;61;887;Telefonterror;;Mobiele nummers;https://www.tellows.de/num/%2B31619142951;7;
040940855983457;7;10;49;40;1152;Telefonterror;angeblich Inkasso;Hamburg;https://www.tellows.de/num/040940855983457;7;
+4940855983457;7;10;49;40;1152;Telefonterror;angeblich Inkasso;Hamburg;https://www.tellows.de/num/040940855983457;7;
0800800664894072;7;6;49;800;2019;Gewinnspiel;Ergo Versicherungsvermittler;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894072;3;
+49800664894072;7;6;49;800;2019;Gewinnspiel;Ergo Versicherungsvermittler;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894072;3;
01781787461642;7;6;49;178;1351;Meinungsforschung;Frau Käsbauer / Firma Kirby;E-Plus Mobilfunk;https://www.tellows.de/num/01781787461642;6;
+491787461642;7;6;49;178;1351;Meinungsforschung;Frau Käsbauer / Firma Kirby;E-Plus Mobilfunk;https://www.tellows.de/num/01781787461642;6;
061311314973726;8;14;49;6131;4939;Aggressive Werbung;Leserservice der Tageszeitung;Mainz;https://www.tellows.de/num/061311314973726;5;
+4961314973726;8;14;49;6131;4939;Aggressive Werbung;Leserservice der Tageszeitung;Mainz;https://www.tellows.de/num/061311314973726;5;
+12082258010;8;14;1;208225;1361;Kostenfalle;Angeblich PayPal;Wayan;https://www.tellows.de/num/%2B12082258010;8;
033283283546700;8;15;49;3328;1255;SMS Spam;IDNOW;Teltow;https://www.tellows.de/num/033283283546700;11;
+4933283546700;8;15;49;3328;1255;SMS Spam;IDNOW;Teltow;https://www.tellows.de/num/033283283546700;11;
040940808153101;8;58;49;40;46239;Aggressive Werbung;Telekom;Hamburg;https://www.tellows.de/num/040940808153101;5;
+4940808153101;8;58;49;40;46239;Aggressive Werbung;Telekom;Hamburg;https://www.tellows.de/num/040940808153101;5;
0899891247113728;7;336;49;89;325103;Meinungsforschung;Infratest;München;https://www.tellows.de/num/0899891247113728;6;
+49891247113728;7;336;49;89;325103;Meinungsforschung;Infratest;München;https://www.tellows.de/num/0899891247113728;6;
020120153699042;8;10;49;201;5815;Ping Anruf;Datenabfrage;Essen;https://www.tellows.de/num/020120153699042;10;
+4920153699042;8;10;49;201;5815;Ping Anruf;Datenabfrage;Essen;https://www.tellows.de/num/020120153699042;10;
08008008345387;7;7;49;800;7696;Vermarkter Hotline;Deutsche Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008008345387;9;
+498008345387;7;7;49;800;7696;Vermarkter Hotline;Deutsche Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008008345387;9;
054154144440085;8;20;49;541;1503;Telefonterror;Rechtsabteilung Consulting;Osnabrück;https://www.tellows.de/num/054154144440085;7;
+4954144440085;8;20;49;541;1503;Telefonterror;Rechtsabteilung Consulting;Osnabrück;https://www.tellows.de/num/054154144440085;7;
030930200794856;8;8;49;30;5310;Kostenfalle;Angeblich Ergo Versicherung;Berlin;https://www.tellows.de/num/030930200794856;8;
+4930200794856;8;8;49;30;5310;Kostenfalle;Angeblich Ergo Versicherung;Berlin;https://www.tellows.de/num/030930200794856;8;
03093033075043;8;13;49;30;1648;Gewinnspiel;Lotto Abzocke;Berlin;https://www.tellows.de/num/03093033075043;3;
+493033075043;8;13;49;30;1648;Gewinnspiel;Lotto Abzocke;Berlin;https://www.tellows.de/num/03093033075043;3;
051151171109023;8;32;49;511;20970;Aggressive Werbung;telekom callcenter;Hannover;https://www.tellows.de/num/051151171109023;5;
+4951171109023;8;32;49;511;20970;Aggressive Werbung;telekom callcenter;Hannover;https://www.tellows.de/num/051151171109023;5;
08008003301430;8;34;49;800;11919;Vermarkter Hotline;Dt. Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003301430;9;
+498003301430;8;34;49;800;11919;Vermarkter Hotline;Dt. Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003301430;9;
0309303001540812;8;5;49;30;2216;Kostenfalle;;Berlin;https://www.tellows.de/num/0309303001540812;8;
+49303001540812;8;5;49;30;2216;Kostenfalle;;Berlin;https://www.tellows.de/num/0309303001540812;8;
072172118122010;8;9;49;721;7994;Aggressive Werbung;1&1;Karlsruhe;https://www.tellows.de/num/072172118122010;5;
+4972118122010;8;9;49;721;7994;Aggressive Werbung;1&1;Karlsruhe;https://www.tellows.de/num/072172118122010;5;
040940855982331;9;10;49;40;1079;Aggressive Werbung;Versicherung Krankenkasse;Hamburg;https://www.tellows.de/num/040940855982331;5;
+4940855982331;9;10;49;40;1079;Aggressive Werbung;Versicherung Krankenkasse;Hamburg;https://www.tellows.de/num/040940855982331;5;
0049692044600235;8;144;49;69;46925;Vermarkter Hotline;Wirtschaftsinformationsdienst;Frankfurt am Main;https://www.tellows.de/num/0049692044600235;9;
0692044600235;8;144;49;69;46925;Vermarkter Hotline;Wirtschaftsinformationsdienst;Frankfurt am Main;https://www.tellows.de/num/0049692044600235;9;
015145147576483;8;20;49;1514;3105;Vermarkter Hotline;MEDIZINISCHER DIENST;T-Mobile;https://www.tellows.de/num/015145147576483;9;
+4915147576483;8;20;49;1514;3105;Vermarkter Hotline;MEDIZINISCHER DIENST;T-Mobile;https://www.tellows.de/num/015145147576483;9;
01621621342252;7;5;49;162;1059;Telefonterror;;Vodafone;https://www.tellows.de/num/01621621342252;7;
+491621342252;7;5;49;162;1059;Telefonterror;;Vodafone;https://www.tellows.de/num/01621621342252;7;
021611616848048;8;13;49;2161;1101;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848048;7;
+4921616848048;8;13;49;2161;1101;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848048;7;
021611612777205;8;31;49;2161;11003;Telefonterror;Westconnect;Mönchengladbach;https://www.tellows.de/num/021611612777205;7;
+4921612777205;8;31;49;2161;11003;Telefonterror;Westconnect;Mönchengladbach;https://www.tellows.de/num/021611612777205;7;
041411414183498;8;12;49;4141;1844;Telefonterror;Energie Anruf;Stade;https://www.tellows.de/num/041411414183498;7;
+4941414183498;8;12;49;4141;1844;Telefonterror;Energie Anruf;Stade;https://www.tellows.de/num/041411414183498;7;
0800800664894062;8;5;49;800;1152;Telefonterror;Ergo/Zahnzusatzversicherung;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894062;7;
+49800664894062;8;5;49;800;1152;Telefonterror;Ergo/Zahnzusatzversicherung;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894062;7;
017617627449753;7;10;49;176;1258;Gewinnspiel;Perfekt Care 24;O2 (Germany);https://www.tellows.de/num/017617627449753;3;
+4917627449753;7;10;49;176;1258;Gewinnspiel;Perfekt Care 24;O2 (Germany);https://www.tellows.de/num/017617627449753;3;
+31645212293;8;16;31;64;1477;Gewinnspiel;Lottoverwaltung;Mobiele nummers;https://www.tellows.de/num/%2B31645212293;3;
017617679800928;8;10;49;176;1228;Vermarkter Hotline;Emissionshaus;O2 (Germany);https://www.tellows.de/num/017617679800928;9;
+4917679800928;8;10;49;176;1228;Vermarkter Hotline;Emissionshaus;O2 (Germany);https://www.tellows.de/num/017617679800928;9;
017617688840099;8;20;49;176;11681;Ping Anruf;O2;O2 (Germany);https://www.tellows.de/num/017617688840099;10;
+4917688840099;8;20;49;176;11681;Ping Anruf;O2;O2 (Germany);https://www.tellows.de/num/017617688840099;10;
040940808162782;7;38;49;40;23549;Aggressive Werbung;Klarmobil;Hamburg;https://www.tellows.de/num/040940808162782;5;
+4940808162782;7;38;49;40;23549;Aggressive Werbung;Klarmobil;Hamburg;https://www.tellows.de/num/040940808162782;5;
+447917829506;8;4;44;7917;1267;Aggressive Werbung;Angeblich Monster;Vodafone;https://www.tellows.de/num/%2B447917829506;5;
020820888025891;8;6;49;208;1606;Aggressive Werbung;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025891;5;
+4920888025891;8;6;49;208;1606;Aggressive Werbung;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025891;5;
004920837718290;8;98;49;208;34655;Aggressive Werbung;Software Agentur Cold Call;Oberhausen;https://www.tellows.de/num/004920837718290;5;
020837718290;8;98;49;208;34655;Aggressive Werbung;Software Agentur Cold Call;Oberhausen;https://www.tellows.de/num/004920837718290;5;
004920375691259;8;14;49;203;3718;Inkassounternehmen;HOIST AG;Duisburg;https://www.tellows.de/num/004920375691259;4;
020375691259;8;14;49;203;3718;Inkassounternehmen;HOIST AG;Duisburg;https://www.tellows.de/num/004920375691259;4;
02236236364489;9;15;49;2236;1157;Ping Anruf;;Wesseling Rheinl;https://www.tellows.de/num/02236236364489;10;
+492236364489;9;15;49;2236;1157;Ping Anruf;;Wesseling Rheinl;https://www.tellows.de/num/02236236364489;10;
08008000184272;7;18;49;800;12489;Meinungsforschung;Nielsen Haushaltspanel Hotline;Kostenlose Rufnummer;https://www.tellows.de/num/08008000184272;6;
+498000184272;7;18;49;800;12489;Meinungsforschung;Nielsen Haushaltspanel Hotline;Kostenlose Rufnummer;https://www.tellows.de/num/08008000184272;6;
021611616848044;8;7;49;2161;1068;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848044;7;
+4921616848044;8;7;49;2161;1068;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848044;7;
021611619494412;9;9;49;2161;1090;Telefonterror;Deutsche Vorteilswelt;Mönchengladbach;https://www.tellows.de/num/021611619494412;7;
+4921619494412;9;9;49;2161;1090;Telefonterror;Deutsche Vorteilswelt;Mönchengladbach;https://www.tellows.de/num/021611619494412;7;
004938343450088;8;16;49;3834;7749;Aggressive Werbung;consors finanz;Greifswald;https://www.tellows.de/num/004938343450088;5;
038343450088;8;16;49;3834;7749;Aggressive Werbung;consors finanz;Greifswald;https://www.tellows.de/num/004938343450088;5;
041411414159572;8;13;49;4141;1189;Aggressive Werbung;Go Yellow - Lena Fuchs;Stade;https://www.tellows.de/num/041411414159572;5;
+4941414159572;8;13;49;4141;1189;Aggressive Werbung;Go Yellow - Lena Fuchs;Stade;https://www.tellows.de/num/041411414159572;5;
08008003311211;8;8;49;800;3695;Vermarkter Hotline;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003311211;9;
+498003311211;8;8;49;800;3695;Vermarkter Hotline;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003311211;9;
021121173065843;8;9;49;211;992;Aggressive Werbung;Pflege Anruf;Düsseldorf;https://www.tellows.de/num/021121173065843;5;
+4921173065843;8;9;49;211;992;Aggressive Werbung;Pflege Anruf;Düsseldorf;https://www.tellows.de/num/021121173065843;5;
022122198880578;8;47;49;221;8376;Aggressive Werbung;Rilaton;Köln;https://www.tellows.de/num/022122198880578;5;
+4922198880578;8;47;49;221;8376;Aggressive Werbung;Rilaton;Köln;https://www.tellows.de/num/022122198880578;5;
08008007733141;8;20;49;800;9622;Telefonterror;Spam Verdacht;Kostenlose Rufnummer;https://www.tellows.de/num/08008007733141;7;
+498007733141;8;20;49;800;9622;Telefonterror;Spam Verdacht;Kostenlose Rufnummer;https://www.tellows.de/num/08008007733141;7;
021121174075599;9;17;49;211;1054;Aggressive Werbung;Xact GmbH;Düsseldorf;https://www.tellows.de/num/021121174075599;5;
+4921174075599;9;17;49;211;1054;Aggressive Werbung;Xact GmbH;Düsseldorf;https://www.tellows.de/num/021121174075599;5;
004917688840101;8;20;49;176;8032;Telefonterror;O2;O2 (Germany);https://www.tellows.de/num/004917688840101;7;
017688840101;8;20;49;176;8032;Telefonterror;O2;O2 (Germany);https://www.tellows.de/num/004917688840101;7;
051151195739884;7;11;49;511;869;Gewinnspiel;;Hannover;https://www.tellows.de/num/051151195739884;3;
+4951195739884;7;11;49;511;869;Gewinnspiel;;Hannover;https://www.tellows.de/num/051151195739884;3;
04094085598352;8;8;49;40;793;Telefonterror;unbekannt blockiert;Hamburg;https://www.tellows.de/num/04094085598352;7;
+494085598352;8;8;49;40;793;Telefonterror;unbekannt blockiert;Hamburg;https://www.tellows.de/num/04094085598352;7;
015255259270675;8;23;49;1525;1932;Aggressive Werbung;Orhan;Vodafone D2 GmbH;https://www.tellows.de/num/015255259270675;5;
+4915259270675;8;23;49;1525;1932;Aggressive Werbung;Orhan;Vodafone D2 GmbH;https://www.tellows.de/num/015255259270675;5;
017617688840097;7;8;49;176;6342;Telefonterror;O2;O2 (Germany);https://www.tellows.de/num/017617688840097;7;
+4917688840097;7;8;49;176;6342;Telefonterror;O2;O2 (Germany);https://www.tellows.de/num/017617688840097;7;
01701701851436;8;64;49;170;26797;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/01701701851436;7;
+491701851436;8;64;49;170;26797;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/01701701851436;7;
041411414183421;8;10;49;4141;1655;Kostenfalle;Energie Anruf;Stade;https://www.tellows.de/num/041411414183421;8;
+4941414183421;8;10;49;4141;1655;Kostenfalle;Energie Anruf;Stade;https://www.tellows.de/num/041411414183421;8;
015125122266128;8;3;49;1512;1479;Aggressive Werbung;Freenet Mobilfunk;T-Mobile;https://www.tellows.de/num/015125122266128;5;
+4915122266128;8;3;49;1512;1479;Aggressive Werbung;Freenet Mobilfunk;T-Mobile;https://www.tellows.de/num/015125122266128;5;
004915155532929;7;18;49;1515;14512;Aggressive Werbung;Klarmobil;T-Mobile;https://www.tellows.de/num/004915155532929;5;
015155532929;7;18;49;1515;14512;Aggressive Werbung;Klarmobil;T-Mobile;https://www.tellows.de/num/004915155532929;5;
073173194039727;7;5;49;731;1129;Inkassounternehmen;VERBRECHER;Ulm Donau;https://www.tellows.de/num/073173194039727;4;
+4973194039727;7;5;49;731;1129;Inkassounternehmen;VERBRECHER;Ulm Donau;https://www.tellows.de/num/073173194039727;4;
040940253070021;7;6;49;40;1901;Aggressive Werbung;Greenpeace;Hamburg;https://www.tellows.de/num/040940253070021;5;
+4940253070021;7;6;49;40;1901;Aggressive Werbung;Greenpeace;Hamburg;https://www.tellows.de/num/040940253070021;5;
023323329993339;8;11;49;2332;3001;Aggressive Werbung;Callcenter;Gevelsberg;https://www.tellows.de/num/023323329993339;5;
+4923329993339;8;11;49;2332;3001;Aggressive Werbung;Callcenter;Gevelsberg;https://www.tellows.de/num/023323329993339;5;
08998983931695;8;3;49;89;3700;Telefonterror;Allianz;München;https://www.tellows.de/num/08998983931695;7;
+498983931695;8;3;49;89;3700;Telefonterror;Allianz;München;https://www.tellows.de/num/08998983931695;7;
021611619039931;7;3;49;2161;1141;Meinungsforschung;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039931;6;
+4921619039931;7;3;49;2161;1141;Meinungsforschung;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039931;6;
00496980884746;8;6;49;69;1856;Ping Anruf;;Frankfurt am Main;https://www.tellows.de/num/00496980884746;10;
06980884746;8;6;49;69;1856;Ping Anruf;;Frankfurt am Main;https://www.tellows.de/num/00496980884746;10;
01771779717396;8;23;49;177;4066;Aggressive Werbung;Solarportal;E-Plus Mobilfunk;https://www.tellows.de/num/01771779717396;5;
+491779717396;8;23;49;177;4066;Aggressive Werbung;Solarportal;E-Plus Mobilfunk;https://www.tellows.de/num/01771779717396;5;
08008000006746;7;26;49;800;15073;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008000006746;7;
+498000006746;7;26;49;800;15073;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008000006746;7;
021311315269125;7;7;49;2131;4134;Telefonterror;Bank11;Neuss;https://www.tellows.de/num/021311315269125;7;
+4921315269125;7;7;49;2131;4134;Telefonterror;Bank11;Neuss;https://www.tellows.de/num/021311315269125;7;
003419950162;8;13;34;1;8362;Meinungsforschung;Meinungsforschung;Número corto;https://www.tellows.de/num/003419950162;6;
004920148791944;8;67;49;201;15491;Telefonterror;11880.com;Essen;https://www.tellows.de/num/004920148791944;7;
020148791944;8;67;49;201;15491;Telefonterror;11880.com;Essen;https://www.tellows.de/num/004920148791944;7;
021611616848135;8;10;49;2161;1758;Aggressive Werbung;Daueranrufe;Mönchengladbach;https://www.tellows.de/num/021611616848135;5;
+4921616848135;8;10;49;2161;1758;Aggressive Werbung;Daueranrufe;Mönchengladbach;https://www.tellows.de/num/021611616848135;5;
03093033075036;8;14;49;30;937;Telefonterror;;Berlin;https://www.tellows.de/num/03093033075036;7;
+493033075036;8;14;49;30;937;Telefonterror;;Berlin;https://www.tellows.de/num/03093033075036;7;
015225227677991;8;31;49;1522;19943;Aggressive Werbung;Klarmobil;Vodafone;https://www.tellows.de/num/015225227677991;5;
+4915227677991;8;31;49;1522;19943;Aggressive Werbung;Klarmobil;Vodafone;https://www.tellows.de/num/015225227677991;5;
017617688840152;8;3;49;176;1188;Kostenfalle;;O2 (Germany);https://www.tellows.de/num/017617688840152;8;
+4917688840152;8;3;49;176;1188;Kostenfalle;;O2 (Germany);https://www.tellows.de/num/017617688840152;8;
00496938079897;8;28;49;69;16204;Kostenfalle;Paypal;Frankfurt am Main;https://www.tellows.de/num/00496938079897;8;
06938079897;8;28;49;69;16204;Kostenfalle;Paypal;Frankfurt am Main;https://www.tellows.de/num/00496938079897;8;
0049891247114371;7;619;49;89;853860;Meinungsforschung;TNS Infratest;München;https://www.tellows.de/num/0049891247114371;6;
0891247114371;7;619;49;89;853860;Meinungsforschung;TNS Infratest;München;https://www.tellows.de/num/0049891247114371;6;
091191170400002;7;72;49;911;26696;Aggressive Werbung;Ergo Versicherung;Nürnberg;https://www.tellows.de/num/091191170400002;5;
+4991170400002;7;72;49;911;26696;Aggressive Werbung;Ergo Versicherung;Nürnberg;https://www.tellows.de/num/091191170400002;5;
021611616848051;9;18;49;2161;1139;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848051;7;
+4921616848051;9;18;49;2161;1139;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848051;7;
06996934877041;9;5;49;69;1963;Aggressive Werbung;HKC GmbH;Frankfurt am Main;https://www.tellows.de/num/06996934877041;5;
+496934877041;9;5;49;69;1963;Aggressive Werbung;HKC GmbH;Frankfurt am Main;https://www.tellows.de/num/06996934877041;5;
051151171280825;8;3;49;511;1864;Unbekannt;;Hannover;https://www.tellows.de/num/051151171280825;1;
+4951171280825;8;3;49;511;1864;Unbekannt;;Hannover;https://www.tellows.de/num/051151171280825;1;
040940855982694;8;7;49;40;808;Aggressive Werbung;;Hamburg;https://www.tellows.de/num/040940855982694;5;
+4940855982694;8;7;49;40;808;Aggressive Werbung;;Hamburg;https://www.tellows.de/num/040940855982694;5;
004930257728029;7;8;49;30;5928;Seriöse Nummer;;Berlin;https://www.tellows.de/num/004930257728029;2;
030257728029;7;8;49;30;5928;Seriöse Nummer;;Berlin;https://www.tellows.de/num/004930257728029;2;
089989896794983;9;4;49;89;1081;Ping Anruf;Krankenkasse service;München;https://www.tellows.de/num/089989896794983;10;
+4989896794983;9;4;49;89;1081;Ping Anruf;Krankenkasse service;München;https://www.tellows.de/num/089989896794983;10;
08008003746585;9;9;49;800;2499;Telefonterror;ergo;Kostenlose Rufnummer;https://www.tellows.de/num/08008003746585;7;
+498003746585;9;9;49;800;2499;Telefonterror;ergo;Kostenlose Rufnummer;https://www.tellows.de/num/08008003746585;7;
015795792349976;8;7;49;1579;1169;Aggressive Werbung;Photovoltaik Bratung;simquadrat;https://www.tellows.de/num/015795792349976;5;
+4915792349976;8;7;49;1579;1169;Aggressive Werbung;Photovoltaik Bratung;simquadrat;https://www.tellows.de/num/015795792349976;5;
004968193072944;7;53;49;681;59639;Telefonterror;Wertgarantie;Saarbrücken;https://www.tellows.de/num/004968193072944;7;
068193072944;7;53;49;681;59639;Telefonterror;Wertgarantie;Saarbrücken;https://www.tellows.de/num/004968193072944;7;
021611619039938;9;19;49;2161;839;Telefonterror;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039938;7;
+4921619039938;9;19;49;2161;839;Telefonterror;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039938;7;
004951171109028;8;89;49;511;79413;Aggressive Werbung;Telekom;Hannover;https://www.tellows.de/num/004951171109028;5;
051171109028;8;89;49;511;79413;Aggressive Werbung;Telekom;Hannover;https://www.tellows.de/num/004951171109028;5;
01631636080498;8;59;49;163;6151;Telefonterror;Gewinnspiel Abzocke;E-Plus Mobilfunk;https://www.tellows.de/num/01631636080498;7;
+491636080498;8;59;49;163;6151;Telefonterror;Gewinnspiel Abzocke;E-Plus Mobilfunk;https://www.tellows.de/num/01631636080498;7;
017617688840096;7;29;49;176;17349;Telefonterror;O2 Vertrieb;O2 (Germany);https://www.tellows.de/num/017617688840096;7;
+4917688840096;7;29;49;176;17349;Telefonterror;O2 Vertrieb;O2 (Germany);https://www.tellows.de/num/017617688840096;7;
017617688840139;7;5;49;176;3692;Vermarkter Hotline;مجهول;O2 (Germany);https://www.tellows.de/num/017617688840139;9;
+4917688840139;7;5;49;176;3692;Vermarkter Hotline;مجهول;O2 (Germany);https://www.tellows.de/num/017617688840139;9;
041411414159652;8;8;49;4141;1939;Aggressive Werbung;Go Energy;Stade;https://www.tellows.de/num/041411414159652;5;
+4941414159652;8;8;49;4141;1939;Aggressive Werbung;Go Energy;Stade;https://www.tellows.de/num/041411414159652;5;
00498003330341;8;55;49;800;23773;Aggressive Werbung;angeblich im Auftrag Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498003330341;5;
08003330341;8;55;49;800;23773;Aggressive Werbung;angeblich im Auftrag Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498003330341;5;
004936166390251;7;176;49;361;232100;Meinungsforschung;imk;Erfurt;https://www.tellows.de/num/004936166390251;6;
036166390251;7;176;49;361;232100;Meinungsforschung;imk;Erfurt;https://www.tellows.de/num/004936166390251;6;
021121195586803;8;30;49;211;1718;Telefonterror;Iban Anfrage;Düsseldorf;https://www.tellows.de/num/021121195586803;7;
+4921195586803;8;30;49;211;1718;Telefonterror;Iban Anfrage;Düsseldorf;https://www.tellows.de/num/021121195586803;7;
017617687531000;8;31;49;176;2674;Telefonterror;Gewinnspiel .......;O2 (Germany);https://www.tellows.de/num/017617687531000;7;
+4917687531000;8;31;49;176;2674;Telefonterror;Gewinnspiel .......;O2 (Germany);https://www.tellows.de/num/017617687531000;7;
048148181499003;8;24;49;481;3613;Aggressive Werbung;Bandansage;Heide Holst;https://www.tellows.de/num/048148181499003;5;
+4948181499003;8;24;49;481;3613;Aggressive Werbung;Bandansage;Heide Holst;https://www.tellows.de/num/048148181499003;5;
040940855982692;8;13;49;40;1058;Gewinnspiel;Betrüger/ Gewinnspiel;Hamburg;https://www.tellows.de/num/040940855982692;3;
+4940855982692;8;13;49;40;1058;Gewinnspiel;Betrüger/ Gewinnspiel;Hamburg;https://www.tellows.de/num/040940855982692;3;
08008003000020;8;74;49;800;39987;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003000020;7;
+498003000020;8;74;49;800;39987;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003000020;7;
022122129916144;7;42;49;221;40017;Seriöse Nummer;Vodafone;Köln;https://www.tellows.de/num/022122129916144;2;
+4922129916144;7;42;49;221;40017;Seriöse Nummer;Vodafone;Köln;https://www.tellows.de/num/022122129916144;2;
040940855983462;7;8;49;40;962;Gewinnspiel;;Hamburg;https://www.tellows.de/num/040940855983462;3;
+4940855983462;7;8;49;40;962;Gewinnspiel;;Hamburg;https://www.tellows.de/num/040940855983462;3;
08008000004701;7;10;49;800;7723;Vermarkter Hotline;cortalconsors Finanz;Kostenlose Rufnummer;https://www.tellows.de/num/08008000004701;9;
+498000004701;7;10;49;800;7723;Vermarkter Hotline;cortalconsors Finanz;Kostenlose Rufnummer;https://www.tellows.de/num/08008000004701;9;
004917688840102;8;18;49;176;8151;Aggressive Werbung;O2 - Telefonica;O2 (Germany);https://www.tellows.de/num/004917688840102;5;
017688840102;8;18;49;176;8151;Aggressive Werbung;O2 - Telefonica;O2 (Germany);https://www.tellows.de/num/004917688840102;5;
004969380791447;8;54;49;69;35644;Telefonterror;Paypal;Frankfurt am Main;https://www.tellows.de/num/004969380791447;7;
069380791447;8;54;49;69;35644;Telefonterror;Paypal;Frankfurt am Main;https://www.tellows.de/num/004969380791447;7;
01731733795362;8;4;49;173;4550;Aggressive Werbung;Mobilcom;Vodafone;https://www.tellows.de/num/01731733795362;5;
+491733795362;8;4;49;173;4550;Aggressive Werbung;Mobilcom;Vodafone;https://www.tellows.de/num/01731733795362;5;
03093043969409;8;15;49;30;1031;SMS Spam;Nicht Google;Berlin;https://www.tellows.de/num/03093043969409;11;
+493043969409;8;15;49;30;1031;SMS Spam;Nicht Google;Berlin;https://www.tellows.de/num/03093043969409;11;
021611616848054;8;17;49;2161;761;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848054;7;
+4921616848054;8;17;49;2161;761;Telefonterror;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848054;7;
0049208306715351;7;60;49;208;24236;Aggressive Werbung;Umfrage;Oberhausen;https://www.tellows.de/num/0049208306715351;5;
0208306715351;7;60;49;208;24236;Aggressive Werbung;Umfrage;Oberhausen;https://www.tellows.de/num/0049208306715351;5;
046146148162682;7;13;49;461;4188;Aggressive Werbung;;Flensburg;https://www.tellows.de/num/046146148162682;5;
+4946148162682;7;13;49;461;4188;Aggressive Werbung;;Flensburg;https://www.tellows.de/num/046146148162682;5;
069969203030816;8;7;49;69;4196;Telefonterror;Sandander Bank;Frankfurt am Main;https://www.tellows.de/num/069969203030816;7;
+4969203030816;8;7;49;69;4196;Telefonterror;Sandander Bank;Frankfurt am Main;https://www.tellows.de/num/069969203030816;7;
020220249371231;8;92;49;202;48865;Inkassounternehmen;Inkasso Becker;Wuppertal;https://www.tellows.de/num/020220249371231;4;
+4920249371231;8;92;49;202;48865;Inkassounternehmen;Inkasso Becker;Wuppertal;https://www.tellows.de/num/020220249371231;4;
0049451160897638;8;93;49;451;56544;Inkassounternehmen;debitor-inkasso;Lübeck;https://www.tellows.de/num/0049451160897638;4;
0451160897638;8;93;49;451;56544;Inkassounternehmen;debitor-inkasso;Lübeck;https://www.tellows.de/num/0049451160897638;4;
08008003301550;8;12;49;800;5926;Aggressive Werbung;Telekom Vertrieb;Kostenlose Rufnummer;https://www.tellows.de/num/08008003301550;5;
+498003301550;8;12;49;800;5926;Aggressive Werbung;Telekom Vertrieb;Kostenlose Rufnummer;https://www.tellows.de/num/08008003301550;5;
015795792301115;8;10;49;1579;1110;Aggressive Werbung;Kontrolle?;simquadrat;https://www.tellows.de/num/015795792301115;5;
+4915792301115;8;10;49;1579;1110;Aggressive Werbung;Kontrolle?;simquadrat;https://www.tellows.de/num/015795792301115;5;
00492345074289;7;309;49;234;293641;Meinungsforschung;GfK;Bochum;https://www.tellows.de/num/00492345074289;6;
02345074289;7;309;49;234;293641;Meinungsforschung;GfK;Bochum;https://www.tellows.de/num/00492345074289;6;
00494085599;8;53;49;40;15573;Aggressive Werbung;Spam Bereich Hamburg;Hamburg;https://www.tellows.de/num/00494085599;5;
04085599;8;53;49;40;15573;Aggressive Werbung;Spam Bereich Hamburg;Hamburg;https://www.tellows.de/num/00494085599;5;
040940855988164;8;22;49;40;1796;Aggressive Werbung;Stromanbieter;Hamburg;https://www.tellows.de/num/040940855988164;5;
